Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
2019-01-01,498.4905700683594,512.4834594726562,515.3636474609375,507.5003662109375,514.4264526367188,9746670,RELIANCE.NS
2019-01-02,491.9982604980469,505.8088684082031,515.2265014648438,503.34014892578125,509.51190185546875,15628818,RELIANCE.NS
2019-01-03,485.9282531738281,499.56854248046875,509.5576171875,498.3570556640625,506.3117370605469,16288287,RELIANCE.NS
2019-01-04,488.55194091796875,502.26580810546875,504.9173889160156,494.2425537109375,501.6943664550781,18516544,RELIANCE.NS
2019-01-07,491.26446533203125,505.0545349121094,511.3177185058594,503.34014892578125,506.0831604003906,12060290,RELIANCE.NS
2019-01-08,491.22003173828125,505.0088195800781,507.4317932128906,501.0543212890625,505.21453857421875,12304389,RELIANCE.NS
2019-01-09,493.9325866699219,507.7975158691406,510.6548156738281,502.2886657714844,508.3689880371094,12614237,RELIANCE.NS
2019-01-10,492.48736572265625,506.3117370605469,507.9118347167969,504.2544860839844,506.426025390625,8925160,RELIANCE.NS
2019-01-11,488.28515625,501.99151611328125,509.19189453125,497.6712951660156,506.3574523925781,14139060,RELIANCE.NS
2019-01-14,487.729248046875,501.4200744628906,503.111572265625,496.66552734375,500.59716796875,8994060,RELIANCE.NS
2019-01-15,502.337158203125,516.43798828125,517.5123291015625,505.1688232421875,505.1688232421875,22011407,RELIANCE.NS
2019-01-16,505.1164245605469,519.2952880859375,523.4555053710938,516.7579956054688,518.8837890625,13961606,RELIANCE.NS
2019-01-17,504.4716491699219,518.6323852539062,524.78125,516.5979614257812,523.2040405273438,16379077,RELIANCE.NS
2019-01-18,526.661376953125,541.4449462890625,543.9822387695312,518.9981079101562,525.1926879882812,56181172,RELIANCE.NS
2019-01-21,550.38525390625,565.8347778320312,566.8634033203125,543.4107666015625,545.8566284179688,48206814,RELIANCE.NS
