Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,
2019-01-01,259.2041320800781,265.68499755859375,266.3999938964844,261.2099914550781,264.5,9178720,BAJFINANCE.NS
2019-01-02,255.028564453125,261.4049987792969,266.20001220703125,260.19000244140625,263.510009765625,13049150,BAJFINANCE.NS
2019-01-03,252.31150817871094,258.6199951171875,264.79998779296875,257.5299987792969,261.20001220703125,12824780,BAJFINANCE.NS
2019-01-04,251.32125854492188,257.6050109863281,261.19000244140625,256.364990234375,260.1000061035156,10510210,BAJFINANCE.NS
2019-01-07,249.1309814453125,255.36000061035156,260.5,254.53500366210938,260.1000061035156,10243280,BAJFINANCE.NS
2019-01-08,247.516357421875,253.7050018310547,258.20001220703125,252.5050048828125,256.0,12333790,BAJFINANCE.NS
2019-01-09,246.27735900878906,252.43499755859375,255.97999572753906,251.0,254.60000610351562,10939920,BAJFINANCE.NS
2019-01-10,245.3310089111328,251.46499633789062,254.2449951171875,250.47000122070312,252.60000610351562,9108390,BAJFINANCE.NS
2019-01-11,245.28712463378906,251.4199981689453,253.0,248.8000030517578,251.60000610351562,8182180,BAJFINANCE.NS
2019-01-14,248.27244567871094,254.47999572753906,255.2899932861328,248.4149932861328,251.59500122070312,10215040,BAJFINANCE.NS
2019-01-15,254.06761169433594,260.4200134277344,261.29998779296875,255.10000610351562,255.10000610351562,14663030,BAJFINANCE.NS
2019-01-16,250.7163543701172,256.9849853515625,261.2149963378906,256.2799987792969,259.8399963378906,9525970,BAJFINANCE.NS
2019-01-17,247.40415954589844,253.58999633789062,258.6549987792969,252.7050018310547,257.3999938964844,9941830,BAJFINANCE.NS
2019-01-18,248.0870819091797,254.2899932861328,255.5,252.50999450683594,254.5,7537750,BAJFINANCE.NS
2019-01-21,253.09201049804688,259.4200134277344,260.6000061035156,252.66000366210938,254.8000030517578,13321590,BAJFINANCE.NS
2019-01-22,255.79440307617188,262.19000244140625,263.5,257.5,258.5,14747130,BAJFINANCE.NS
2019-01-23,257.0090026855469,263.43499755859375,265.29998779296875,261.1000061035156,261.8999938964844,9925040,BAJFINANCE.NS
2019-01-24,257.1358337402344,263.56500244140625,265.3500061035156,260.30999755859375,263.8999938964844,7538560,BAJFINANCE.NS
2019-01-25,253.61390686035156,259.9549865722656,266.1000061035156,258.5,264.8999938964844,9169270,BAJFINANCE.NS
2019-01-28,239.85299682617188,245.85000610351562,261.0,235.5,261.0,23640470,BAJFINANCE.NS
2019-01-29,245.4188232421875,251.55499267578125,257.010009765625,237.1649932861328,246.8000030517578,61188330,BAJFINANCE.NS
2019-01-30,253.2187957763672,259.54998779296875,262.3699951171875,254.60000610351562,258.0,38797070,BAJFINANCE.NS
2019-01-31,251.2041473388672,257.4849853515625,260.79998779296875,252.60000610351562,260.79998779296875,20834180,BAJFINANCE.NS
2019-02-01,256.4285583496094,262.8399963378906,268.7900085449219,257.5,257.5,21177680,BAJFINANCE.NS
2019-02-04,253.11634826660156,259.44500732421875,262.3550109863281,257.2200012207031,261.0,9421130,BAJFINANCE.NS
2019-02-05,254.0089874267578,260.3599853515625,264.2099914550781,259.3949890136719,260.0,10108170,BAJFINANCE.NS
2019-02-06,264.5114440917969,271.125,272.0,261.2099914550781,261.8999938964844,17984610,BAJFINANCE.NS
2019-02-07,263.08221435546875,269.6600036621094,273.1000061035156,268.4100036621094,272.5,17605800,BAJFINANCE.NS
2019-02-08,264.1114501953125,270.7149963378906,273.7449951171875,267.0,267.0,15107850,BAJFINANCE.NS
2019-02-11,259.23828125,265.7200012207031,272.4700012207031,263.5,272.4700012207031,11947020,BAJFINANCE.NS
2019-02-12,255.7846221923828,262.17999267578125,267.7149963378906,261.6300048828125,266.79998779296875,12003700,BAJFINANCE.NS
2019-02-14,254.55538940429688,260.9200134277344,262.20001220703125,255.69000244140625,257.9949951171875,12141260,BAJFINANCE.NS
2019-02-15,249.86268615722656,256.1099853515625,261.0,250.60000610351562,261.0,16406960,BAJFINANCE.NS
2019-02-18,248.72613525390625,254.94500732421875,256.1000061035156,251.2449951171875,254.80499267578125,11545200,BAJFINANCE.NS
2019-02-19,249.73587036132812,255.97999572753906,260.69500732421875,254.5,255.10000610351562,11483390,BAJFINANCE.NS
2019-02-20,254.2577667236328,260.614990234375,261.4800109863281,257.1000061035156,258.5,10381270,BAJFINANCE.NS
2019-02-21,258.9944152832031,265.4700012207031,266.0,259.30499267578125,261.0,11398230,BAJFINANCE.NS
2019-02-22,257.5992431640625,264.0400085449219,267.3999938964844,263.239990234375,265.2550048828125,8256720,BAJFINANCE.NS
2019-02-25,259.29193115234375,265.7749938964844,267.5,261.375,263.8999938964844,10240400,BAJFINANCE.NS
2019-02-26,259.29193115234375,265.7749938964844,267.79998779296875,260.0,263.7300109863281,16189960,BAJFINANCE.NS
2019-02-27,257.75537109375,264.20001220703125,269.6650085449219,262.5,267.0,11478390,BAJFINANCE.NS
2019-02-28,258.43829345703125,264.8999938964844,266.70001220703125,263.0,266.6600036621094,11368430,BAJFINANCE.NS
2019-03-01,259.5846252441406,266.07501220703125,267.42999267578125,264.0,266.3299865722656,7070940,BAJFINANCE.NS
2019-03-05,262.9407043457031,269.5150146484375,270.8349914550781,264.4599914550781,265.5,8473070,BAJFINANCE.NS
2019-03-06,269.92120361328125,276.6700134277344,277.4200134277344,270.0,271.5,15434240,BAJFINANCE.NS
2019-03-07,266.80902099609375,273.4800109863281,278.2300109863281,272.5,277.4949951171875,8598510,BAJFINANCE.NS
2019-03-08,270.0772705078125,276.8299865722656,277.8999938964844,271.6600036621094,272.489990234375,11780870,BAJFINANCE.NS
2019-03-11,272.2968444824219,279.1050109863281,280.7950134277344,276.8999938964844,276.8999938964844,11690750,BAJFINANCE.NS
2019-03-12,268.5894775390625,275.30499267578125,281.6650085449219,274.54998779296875,280.8800048828125,13853350,BAJFINANCE.NS
2019-03-13,275.91632080078125,282.81500244140625,283.7950134277344,274.885009765625,276.0,15492960,BAJFINANCE.NS
2019-03-14,273.9602355957031,280.80999755859375,283.5,278.7099914550781,283.20001220703125,8960550,BAJFINANCE.NS
2019-03-15,279.0968017578125,286.07501220703125,289.8999938964844,281.5,281.8800048828125,20915620,BAJFINANCE.NS
2019-03-18,285.8089294433594,292.9549865722656,294.1099853515625,284.5,287.20001220703125,18199860,BAJFINANCE.NS
2019-03-19,284.9649963378906,292.0899963378906,296.2900085449219,291.0050048828125,293.0,14805650,BAJFINANCE.NS
2019-03-20,279.8626403808594,286.8599853515625,293.4549865722656,285.7799987792969,292.4800109863281,14068620,BAJFINANCE.NS
2019-03-22,276.74560546875,283.6650085449219,289.54998779296875,281.6000061035156,286.79998779296875,12508760,BAJFINANCE.NS
2019-03-25,278.0284729003906,284.9800109863281,286.20001220703125,280.1000061035156,280.3999938964844,10667570,BAJFINANCE.NS
2019-03-26,286.2772521972656,293.43499755859375,294.20001220703125,285.8999938964844,286.0,15706370,BAJFINANCE.NS
2019-03-27,287.3406677246094,294.5249938964844,301.4150085449219,293.25,295.0,24196560,BAJFINANCE.NS
2019-03-28,292.2771911621094,299.5849914550781,300.0,294.0050048828125,294.010009765625,13669450,BAJFINANCE.NS
2019-04-01,292.8235778808594,300.1449890136719,304.6400146484375,299.1000061035156,303.0199890136719,11090000,BAJFINANCE.NS
2019-04-02,298.06744384765625,305.5199890136719,307.70001220703125,299.8349914550781,302.4800109863281,11362380,BAJFINANCE.NS
2019-04-03,297.169921875,304.6000061035156,308.8999938964844,303.81500244140625,307.29998779296875,10527520,BAJFINANCE.NS
2019-04-04,296.5308532714844,303.94500732421875,306.5,301.7449951171875,306.0,7727760,BAJFINANCE.NS
2019-04-05,303.82354736328125,311.4200134277344,312.5,304.6099853515625,304.79998779296875,12444080,BAJFINANCE.NS
2019-04-08,295.0332946777344,302.4100036621094,313.0,301.79998779296875,312.29998779296875,16421890,BAJFINANCE.NS
2019-04-09,293.5308837890625,300.8699951171875,304.9100036621094,297.94500732421875,301.6549987792969,17333240,BAJFINANCE.NS
