company_name,ds,yhat,yhat_lower,yhat_upper
Tata Consultancy Services,2020-02-18,2127.3256352543012,1965.4046015390816,2281.1251645129482
Tata Consultancy Services,2020-02-19,2122.922436819395,1974.1915442925251,2275.22350923044
Tata Consultancy Services,2020-02-20,2114.2184458043935,1954.0920789311542,2262.5892024111167
Tata Consultancy Services,2020-02-24,2080.900143960019,1934.5640259981371,2234.1959134736967
Tata Consultancy Services,2020-02-25,2075.5705315544205,1930.5296733872894,2224.693434302381
Tata Consultancy Services,2020-02-26,2068.457349353792,1915.1510122722614,2212.6074625246183
Tata Consultancy Services,2020-02-27,2057.257139649427,1913.072435362572,2194.822400842407
Tata Consultancy Services,2020-02-28,2047.0966721286854,1902.2218870312547,2198.7338551005323
Tata Consultancy Services,2020-03-02,2022.8467017216294,1859.8585306582054,2162.4713636386296
Tata Consultancy Services,2020-03-03,2018.6727601653547,1872.608272629314,2158.5307697606336
Tata Consultancy Services,2020-03-04,2013.1449055696744,1868.9947992355421,2163.501261205981
Tata Consultancy Services,2020-03-05,2003.974597550864,1864.6618388394297,2143.746021788002
Tata Consultancy Services,2020-03-06,1996.2957450433064,1857.7246765635568,2144.4465981027993
Tata Consultancy Services,2020-03-09,1976.2777304118874,1826.9039578328525,2118.3081572083793
Tata Consultancy Services,2020-03-11,1971.4210603882198,1829.2682792008186,2126.7982168060653
Tata Consultancy Services,2020-03-12,1965.182573461562,1815.5121471925322,2116.1528458492894
Tata Consultancy Services,2020-03-13,1960.7157776023646,1808.5160300685798,2101.577876470824
Tata Consultancy Services,2020-03-16,1951.4819501769427,1819.219878635171,2107.6041924223155
Tata Consultancy Services,2020-03-17,1953.3302892987583,1811.9454480481572,2107.427080032142
Tata Consultancy Services,2020-03-18,1954.183166217222,1798.2141138617362,2109.5465683357743
Tata Consultancy Services,2020-03-19,1951.651354306558,1780.8189809304515,2093.0590744596934
Tata Consultancy Services,2020-03-20,1950.7636910895944,1804.9255161696524,2103.3458472260463
Tata Consultancy Services,2020-03-23,1950.9637136412557,1792.733882696969,2085.836716500571
Tata Consultancy Services,2020-03-24,1955.3678063584143,1802.2287484327194,2109.0701235329902
Tata Consultancy Services,2020-03-25,1958.4206453089546,1810.7102902605197,2106.713514040986
Tata Consultancy Services,2020-03-26,1957.7072367342423,1807.5947148523956,2105.0811909752993
Tata Consultancy Services,2020-03-27,1958.2387468204079,1806.6063237776982,2115.3455657326163
Tata Consultancy Services,2020-03-30,1960.2501141097416,1808.6825709684063,2104.949705757984
Tata Consultancy Services,2020-03-31,1964.46733455918,1808.459144376112,2120.033550585112
Tata Consultancy Services,2020-04-01,1966.970140226903,1821.8446383019336,2109.1485111868337
Tata Consultancy Services,2020-04-03,1964.725012631771,1818.149051741508,2114.5735217091615
Tata Consultancy Services,2020-04-07,1964.1457060992807,1822.3821790629015,2112.055769240177
Tata Consultancy Services,2020-04-08,1964.6690956910395,1823.1622426924537,2117.1724819021447
Tata Consultancy Services,2020-04-09,1961.0828570499816,1805.5935856766316,2113.2490151568672
Tata Consultancy Services,2020-04-13,1950.41496321164,1807.0470072481592,2097.451345517867
Tata Consultancy Services,2020-04-15,1950.6816055240315,1799.3050279787121,2096.670897201398
Tata Consultancy Services,2020-04-16,1946.1636683041806,1803.96833826368,2096.4657573629624
Tata Consultancy Services,2020-04-17,1942.8798889393274,1789.7510866473426,2087.5950391461474
Tata Consultancy Services,2020-04-20,1934.257173034596,1782.1722281385958,2083.6162798923147
Tata Consultancy Services,2020-04-21,1935.4517980213193,1785.3120313225984,2083.7638113013572
Tata Consultancy Services,2020-04-22,1935.2932103913122,1792.312268183847,2089.6162006812096
Tata Consultancy Services,2020-04-23,1931.438826180622,1796.9288241534846,2073.3959353610817
Tata Consultancy Services,2020-04-24,1928.9655239552803,1782.3692827836933,2069.395033643056
Tata Consultancy Services,2020-04-27,1923.3126197122294,1775.8104476148974,2066.2788401071034
Tata Consultancy Services,2020-04-28,1925.5559816075436,1766.9180315930691,2070.8195649208324
Tata Consultancy Services,2020-04-29,1926.415781477165,1776.6944501645778,2071.7239299652138
Tata Consultancy Services,2020-04-30,1923.5161090080385,1772.2390139932868,2072.8319103392623
Tata Consultancy Services,2020-05-04,1918.028352559902,1756.4293059624185,2064.5765744576956
Tata Consultancy Services,2020-05-05,1920.5411055417337,1762.0302950882567,2074.0307883496043
Tata Consultancy Services,2020-05-06,1921.4953330660812,1773.763995344389,2065.6139620052118
Tata Consultancy Services,2020-05-07,1918.516043322091,1769.5968953699503,2067.454846676734
Tata Consultancy Services,2020-05-08,1916.6566914376215,1774.0518286443837,2065.914736076915
Tata Consultancy Services,2020-05-11,1911.190277659108,1759.265023956763,2060.7940672202017
Tata Consultancy Services,2020-05-12,1912.9641300513974,1762.5751179874526,2060.38285091241
Tata Consultancy Services,2020-05-13,1913.122642126742,1768.4271284534286,2069.307088582292
Tata Consultancy Services,2020-05-14,1912.5965574033737,1762.2352187457718,2060.5972122783933
Tata Consultancy Services,2020-05-15,1913.2004496483685,1761.0198027177967,2064.1657050118574
Tata Consultancy Services,2020-05-18,1915.5276704565285,1762.1853139203713,2053.531885942881
Tata Consultancy Services,2020-05-19,1920.1422461282598,1774.078688853445,2075.650646311908
Tata Consultancy Services,2020-05-20,1923.310524366574,1771.0132594409156,2065.9500225998854
Tata Consultancy Services,2020-05-21,1922.7130683356627,1771.8990081961497,2074.618734445955
Tata Consultancy Services,2020-05-22,1923.4555965004372,1777.3837880785766,2067.4821167042865
Tata Consultancy Services,2020-05-26,1933.2182731203093,1783.4158733493896,2075.3606396154555
Tata Consultancy Services,2020-05-27,1937.6475168000768,1797.4637270925846,2092.7590564949423
Tata Consultancy Services,2020-05-28,1938.5079582158555,1790.1519851064259,2074.3460918828773
Tata Consultancy Services,2020-05-29,1940.8827653767714,1795.994208122935,2096.4765025685265
Tata Consultancy Services,2020-06-01,1950.6322411123413,1810.2274144168343,2102.5217181673825
Tata Consultancy Services,2020-06-02,1958.3108044007079,1806.4035325935988,2094.451487372651
Tata Consultancy Services,2020-06-03,1964.7602800236862,1812.3306854486468,2099.3623828457758
Tata Consultancy Services,2020-06-04,1967.6042006659547,1819.7369288283076,2118.0823562337755
Tata Consultancy Services,2020-06-05,1971.8862128564701,1820.0270823287324,2124.7713690270703
Tata Consultancy Services,2020-06-08,1986.5312215754213,1837.853272418593,2134.761839876335
Tata Consultancy Services,2020-06-09,1995.4588866478055,1850.7232913489108,2136.309926023925
Tata Consultancy Services,2020-06-10,2002.9229991890477,1850.0763919518668,2145.5417107054195
Tata Consultancy Services,2020-06-11,2006.5290244094917,1852.8558440038762,2150.3127209325476
Tata Consultancy Services,2020-06-12,2011.3084454040577,1859.1486627232237,2158.596843579638
Tata Consultancy Services,2020-06-15,2025.8298829164821,1880.4080416115978,2162.814747847759
Tata Consultancy Services,2020-06-16,2034.2002160074526,1872.049400746048,2173.9742796376886
Tata Consultancy Services,2020-06-17,2040.8754053999335,1893.5795139496606,2188.5912091531663
Tata Consultancy Services,2020-06-18,2043.4851758571472,1883.9858658171183,2189.9449085313536
Tata Consultancy Services,2020-06-19,2047.0900696362737,1891.3325939720626,2184.001149794008
Tata Consultancy Services,2020-06-22,2057.365075373343,1900.752772164345,2203.037486207582
Tata Consultancy Services,2020-06-23,2064.2072421447683,1923.1448958602236,2217.7636584867123
Tata Consultancy Services,2020-06-24,2069.36509080718,1924.3121978514966,2224.331938380903
Tata Consultancy Services,2020-06-25,2070.508427787805,1918.862177770913,2222.9338337807967
Tata Consultancy Services,2020-06-26,2072.7363822357256,1932.2020927298565,2215.277705426345
Tata Consultancy Services,2020-06-29,2079.7623873806438,1933.7642467837006,2229.2205252002796
Tata Consultancy Services,2020-06-30,2085.9113327994114,1937.7968752817148,2231.671792835034
Tata Consultancy Services,2020-07-01,2090.606987153814,1945.3387251663473,2230.999231288125
Tata Consultancy Services,2020-07-02,2091.532784338395,1931.7788370756223,2232.4060698142603
Tata Consultancy Services,2020-07-03,2093.795713260259,1947.5929449767732,2252.3057628555366
Tata Consultancy Services,2020-07-06,2102.432995873316,1947.687659247718,2250.897724174985
Tata Consultancy Services,2020-07-07,2109.5902236062784,1955.8025553505388,2251.6072798633004
Tata Consultancy Services,2020-07-08,2115.501471008128,1967.278048888026,2256.5058264847253
Tata Consultancy Services,2020-07-09,2117.826568930626,1964.033353822233,2268.228134852317
Tata Consultancy Services,2020-07-10,2121.645383013318,1964.3583387874228,2270.2453058674196
Tata Consultancy Services,2020-07-13,2135.5819456720387,1989.4507114753867,2279.5041043596466
Tata Consultancy Services,2020-07-14,2144.6070721684946,1991.6149227938208,2289.3021896107725
Tata Consultancy Services,2020-07-15,2152.3821447425944,2001.3640225028907,2298.7176877577785
Tata Consultancy Services,2020-07-16,2156.5356650780586,2010.2282112854823,2305.4548738543217
Tata Consultancy Services,2020-07-17,2162.1182722314015,2005.593527803879,2311.857642243407
Tata Consultancy Services,2020-07-20,2180.7110657739718,2042.4453543942882,2326.1103338637035
Tata Consultancy Services,2020-07-21,2191.0125806177653,2045.2272287457895,2344.1876199412077
Tata Consultancy Services,2020-07-22,2199.904679128132,2054.283580341807,2349.73945189644
Tata Consultancy Services,2020-07-23,2205.00961979701,2056.052038238853,2354.0315185171644
Tata Consultancy Services,2020-07-24,2211.3762639102574,2071.0487934472935,2350.038776169592
Tata Consultancy Services,2020-07-27,2231.3620088621697,2077.7972386194465,2377.0997568282955
Tata Consultancy Services,2020-07-28,2241.841737766546,2090.914815354236,2390.0109212515604
Tata Consultancy Services,2020-07-29,2250.793437160003,2115.1701925688144,2401.32915156179
Tata Consultancy Services,2020-07-30,2255.857397643251,2107.1310973727436,2406.554886827492
Tata Consultancy Services,2020-07-31,2262.1018492496664,2113.2677721704827,2411.2945622274033
Tata Consultancy Services,2020-08-03,2281.43301814114,2132.766465674953,2432.8466562860576
Tata Consultancy Services,2020-08-04,2291.66209434514,2131.989475192826,2444.0807403269323
Tata Consultancy Services,2020-08-05,2300.375017292853,2155.4740825446543,2449.260399048252
Tata Consultancy Services,2020-08-06,2305.2255704474937,2166.590383735719,2459.237376499593
Tata Consultancy Services,2020-08-07,2311.292590966193,2164.46852138337,2468.823751553909
Tata Consultancy Services,2020-08-10,2330.3639131634004,2190.34464724615,2487.4062225376138
Tata Consultancy Services,2020-08-11,2340.5985125380007,2194.7691437990097,2479.4784817792893
Tata Consultancy Services,2020-08-12,2349.3549265623215,2201.6977288922412,2495.2276028517454
Tata Consultancy Services,2020-08-13,2354.2771391255073,2197.422701026102,2493.07602418885
Tata Consultancy Services,2020-08-14,2360.431306555317,2194.906905857344,2500.6107485780244
Tata Consultancy Services,2020-08-17,2379.6963445086963,2231.593746594872,2525.4284538109996
Tata Consultancy Services,2020-08-18,2389.9118983077888,2242.183116087265,2534.6265111923344
Tata Consultancy Services,2020-08-19,2398.5753183097927,2252.7281104171147,2541.7173619463447
Tata Consultancy Services,2020-08-20,2403.311685816958,2255.618471753282,2550.26322647759
