"indicator_id";"company_id";"date";"sma_20";"sma_50";"ema_20";"ema_50";"rsi";"macd"
2544;2;"2023-09-11";3409.82;3401.99;3418.24;3389.68;61.98;12.89
2545;2;"2023-09-12";3416.37;3408.16;3433.72;3397.17;71.88;24.26
2546;2;"2023-09-13";3421.84;3413.34;3446.5;3403.87;69.37;31.86
2547;2;"2023-09-14";3428.06;3418.14;3457.31;3409.99;67.83;36.83
2548;2;"2023-09-15";3439.62;3423.65;3470.74;3417.38;71.2;43.36
2549;2;"2023-09-18";3449.84;3429.19;3483.64;3424.78;71.86;48.6
2550;2;"2023-09-20";3461.04;3435.87;3495.29;3431.89;71.83;52.15
2551;2;"2023-09-21";3470.39;3442.13;3503.87;3437.9;67.17;52.68
2552;2;"2023-09-22";3481.18;3449.0;3513.37;3444.4;69.08;53.96
2553;2;"2023-09-25";3490.98;3453.74;3519.44;3449.61;63.34;52.23
2554;2;"2023-09-26";3501.48;3455.16;3525.75;3454.95;64.37;50.96
2555;2;"2023-09-27";3512.14;3457.11;3531.81;3460.22;64.82;49.68
2556;2;"2023-09-28";3519.43;3457.91;3532.28;3463.22;54.13;43.91
2557;2;"2023-09-29";3528.02;3459.08;3531.93;3465.78;52.68;38.24
2558;2;"2023-10-03";3534.75;3460.09;3530.21;3467.67;50.06;32.19
2559;2;"2023-10-04";3540.72;3463.48;3530.92;3470.41;54.04;28.99
2560;2;"2023-10-05";3548.72;3467.37;3536.49;3475.08;61.23;30.26
2561;2;"2023-10-06";3558.29;3471.81;3544.57;3480.82;64.9;33.48
2562;2;"2023-10-09";3567.45;3476.82;3553.51;3486.99;66.7;36.96
2563;2;"2023-10-10";3576.8;3481.46;3560.69;3492.56;64.71;38.52
2564;2;"2023-10-11";3583.26;3486.54;3565.37;3497.16;60.79;37.79
2565;2;"2023-10-12";3581.35;3488.97;3563.2;3498.94;49.36;31.41
2566;2;"2023-10-13";3581.5;3491.34;3563.93;3501.76;53.33;28.31
2567;2;"2023-10-16";3579.7;3493.01;3560.13;3502.64;46.8;21.83
2568;2;"2023-10-17";3575.13;3495.15;3555.08;3502.81;44.66;15.14
2569;2;"2023-10-18";3569.19;3496.03;3548.62;3502.2;42.24;8.15
2570;2;"2023-10-19";3561.67;3495.46;3539.76;3500.37;38.63;0.06
2571;2;"2023-10-20";3557.13;3495.94;3535.46;3500.14;44.87;-3.17
2572;2;"2023-10-23";3547.46;3494.89;3523.52;3496.62;36.26;-12.4
2573;2;"2023-10-25";3538.1;3493.85;3510.82;3492.44;34.56;-21.09
2574;2;"2023-10-26";3525.66;3491.61;3494.24;3486.33;30.48;-31.92
2575;2;"2023-10-27";3513.74;3489.63;3480.59;3481.02;32.76;-38.9
2576;2;"2023-10-30";3505.83;3488.04;3470.87;3477.01;37.07;-41.73
2577;2;"2023-10-31";3497.84;3486.69;3461.15;3472.76;36.19;-44.25
2578;2;"2023-11-01";3488.68;3485.97;3448.72;3467.19;32.89;-48.76
2579;2;"2023-11-02";3479.79;3485.13;3440.28;3462.99;37.62;-49.39
2580;2;"2023-11-03";3467.87;3484.51;3431.77;3458.59;36.75;-50.05
2581;2;"2023-11-06";3455.81;3484.15;3426.86;3455.52;41.41;-47.66
2582;2;"2023-11-07";3442.42;3483.8;3421.49;3452.18;40.34;-46.03
2583;2;"2023-11-08";3430.05;3483.81;3417.68;3449.41;42.17;-43.34
2584;2;"2023-11-09";3416.93;3483.25;3411.0;3445.41;38.3;-43.45
2585;2;"2023-11-10";3406.47;3482.39;3403.61;3441.02;36.8;-44.17
2586;2;"2023-11-13";3394.51;3481.21;3396.75;3436.73;36.59;-44.37
2587;2;"2023-11-15";3388.52;3482.15;3397.47;3435.46;48.61;-38.23
2588;2;"2023-11-16";3388.06;3484.53;3407.03;3437.91;59.29;-25.51
2589;2;"2023-11-17";3388.82;3486.21;3416.11;3440.44;59.73;-14.9
2590;2;"2023-11-20";3392.02;3488.01;3425.97;3443.54;61.42;-5.04
2591;2;"2023-11-21";3392.8;3489.62;3433.99;3446.16;59.94;1.99
2592;2;"2023-11-22";3398.8;3491.12;3443.15;3449.45;62.03;9.07
2593;2;"2023-11-23";3404.71;3492.44;3449.35;3451.76;58.42;12.76
2594;2;"2023-11-24";3410.73;3491.97;3450.09;3451.96;50.96;11.43
2595;2;"2023-11-28";3416.69;3489.76;3452.0;3452.68;52.62;11.3
2596;2;"2023-11-29";3423.45;3488.68;3457.88;3455.07;57.77;14.55
2597;2;"2023-11-30";3429.39;3487.23;3460.71;3456.35;53.98;14.84
2598;2;"2023-12-01";3438.44;3485.49;3465.56;3458.52;56.79;16.81
2599;2;"2023-12-04";3446.06;3483.62;3470.03;3460.63;56.88;18.24
2600;2;"2023-12-05";3455.09;3482.13;3475.89;3463.42;59.18;20.67
2601;2;"2023-12-06";3466.28;3482.51;3488.1;3468.93;66.46;28.12
2602;2;"2023-12-07";3478.51;3482.73;3500.18;3474.66;67.39;34.51
2603;2;"2023-12-08";3490.76;3483.72;3512.23;3480.62;68.42;40.05
2604;2;"2023-12-11";3505.53;3484.87;3524.67;3486.98;69.84;45.24
2605;2;"2023-12-12";3522.47;3486.52;3538.71;3494.24;72.25;51.11
2606;2;"2023-12-13";3535.57;3487.66;3543.94;3498.14;58.66;48.86
2607;2;"2023-12-14";3548.72;3490.43;3555.68;3504.77;65.26;52.43
2608;2;"2023-12-15";3566.87;3497.38;3584.76;3518.74;76.08;70.08
2609;2;"2023-12-18";3584.71;3503.81;3610.9;3532.09;75.84;82.96
2610;2;"2023-12-19";3599.54;3508.34;3630.45;3543.23;70.23;88.68
2611;2;"2023-12-20";3613.03;3511.52;3644.7;3552.52;65.82;89.27
2612;2;"2023-12-21";3625.9;3514.5;3658.3;3561.73;66.29;89.31
2613;2;"2023-12-22";3641.69;3518.4;3674.08;3572.02;68.57;91.23
2614;2;"2023-12-26";3658.61;3522.11;3685.65;3580.78;64.89;89.43
2615;2;"2023-12-27";3675.66;3527.49;3697.6;3589.82;65.97;88.24
2616;2;"2023-12-28";3689.97;3532.07;3707.35;3598.06;64.43;85.41
2617;2;"2023-12-29";3705.26;3537.45;3715.54;3605.72;63.51;81.7
2618;2;"2024-01-01";3720.23;3543.54;3724.64;3613.77;64.97;79.27
2619;2;"2024-01-02";3733.77;3549.45;3730.22;3620.42;60.82;74.24
2620;2;"2024-01-03";3741.78;3554.18;3726.56;3623.21;49.62;62.16
2621;2;"2024-01-04";3744.91;3557.62;3720.86;3624.92;47.08;49.99
2622;2;"2024-01-05";3751.06;3564.18;3722.49;3629.35;54.28;45.56
2623;2;"2024-01-08";3753.64;3569.94;3718.28;3631.27;48.34;36.82
2624;2;"2024-01-09";3755.99;3577.0;3715.58;3633.57;49.5;30.47
2625;2;"2024-01-10";3758.04;3584.24;3715.34;3636.69;51.82;27.0
2626;2;"2024-01-11";3765.14;3591.38;3717.26;3640.57;54.03;25.77
2627;2;"2024-01-12";3775.92;3601.67;3733.03;3650.07;65.27;36.26
2628;2;"2024-01-15";3778.06;3613.13;3749.29;3660.02;66.52;45.73
2629;2;"2024-01-16";3778.16;3623.15;3759.96;3667.91;61.66;49.25
2630;2;"2024-01-17";3781.58;3633.83;3771.83;3676.41;63.25;53.3
2631;2;"2024-01-18";3787.71;3644.27;3784.28;3685.28;64.47;57.3
2632;2;"2024-01-19";3795.49;3655.73;3799.4;3695.39;67.12;63.01
2633;2;"2024-01-23";3797.2;3665.26;3805.01;3701.77;57.45;60.0
2634;2;"2024-01-24";3799.51;3675.15;3808.51;3707.26;55.77;55.65
2635;2;"2024-01-25";3799.47;3684.68;3808.68;3711.31;52.61;49.09
2636;2;"2024-01-29";3799.52;3694.07;3807.95;3714.82;51.67;42.65
2637;2;"2024-01-30";3799.88;3702.0;3807.25;3718.18;51.62;37.08
2638;2;"2024-01-31";3800.12;3708.36;3808.07;3722.02;53.22;33.53
2639;2;"2024-02-01";3803.67;3715.39;3812.46;3727.2;57.0;33.41
2640;2;"2024-02-02";3817.4;3724.33;3827.11;3736.58;65.75;41.88
2641;2;"2024-02-05";3832.72;3733.59;3841.04;3745.86;66.21;48.6
2642;2;"2024-02-06";3852.63;3745.71;3869.13;3761.16;74.75;66.29
2643;2;"2024-02-07";3872.88;3757.21;3889.54;3773.8;68.7;75.19
2644;2;"2024-02-08";3895.09;3770.75;3912.83;3787.93;71.13;85.36
2645;2;"2024-02-09";3916.13;3784.02;3933.86;3801.49;71.08;92.32
2646;2;"2024-02-12";3935.38;3796.16;3951.66;3814.0;69.48;95.68
2647;2;"2024-02-13";3948.72;3809.4;3970.5;3827.16;71.04;99.53
2648;2;"2024-02-14";3958.53;3821.17;3982.84;3837.86;64.93;97.46
2649;2;"2024-02-15";3970.63;3832.98;3994.3;3848.27;65.13;94.98
2650;2;"2024-02-16";3982.81;3844.92;4007.07;3859.25;66.8;93.96
2651;2;"2024-02-19";3992.87;3854.91;4016.28;3868.84;63.6;90.13
2652;2;"2024-02-20";3997.25;3863.22;4017.65;3875.19;55.1;80.27
2653;2;"2024-02-21";4003.92;3870.52;4015.16;3879.75;51.16;68.51
2654;2;"2024-02-22";4016.18;3879.4;4022.01;3887.88;58.89;66.13
2655;2;"2024-02-23";4028.27;3887.0;4024.87;3894.32;55.43;60.73
2656;2;"2024-02-26";4038.27;3895.15;4022.61;3898.5;50.75;51.73
2657;2;"2024-02-27";4053.46;3903.9;4030.4;3906.58;58.41;52.34
2658;2;"2024-02-28";4068.62;3909.06;4038.83;3914.91;59.37;53.38
2659;2;"2024-02-29";4080.66;3913.77;4044.19;3921.97;57.05;51.68
2660;2;"2024-03-01";4087.07;3919.34;4048.97;3928.73;56.97;49.7
2661;2;"2024-03-04";4092.44;3925.35;4051.99;3934.69;55.53;46.5
2662;2;"2024-03-05";4086.24;3929.84;4048.19;3937.73;48.85;37.98
2663;2;"2024-03-06";4085.29;3934.65;4049.72;3942.69;53.44;35.04
2664;2;"2024-03-07";4084.01;3940.91;4055.33;3949.2;56.97;35.88
2665;2;"2024-03-11";4083.44;3947.13;4061.71;3955.99;58.03;37.22
2666;2;"2024-03-12";4087.02;3954.98;4074.15;3965.25;63.03;43.42
2667;2;"2024-03-13";4087.0;3962.09;4081.27;3972.46;58.4;44.33
2668;2;"2024-03-14";4092.37;3970.02;4093.31;3981.68;62.43;49.22
2669;2;"2024-03-15";4098.17;3978.74;4105.3;3991.0;63.19;53.41
2670;2;"2024-03-18";4099.38;3987.96;4109.8;3997.33;56.15;50.77
2671;2;"2024-03-19";4093.06;3994.17;4097.18;3996.55;42.7;34.14
2672;2;"2024-03-20";4090.07;3998.83;4085.15;3995.54;42.3;20.21
2673;2;"2024-03-21";4089.14;4004.72;4074.46;3994.65;42.49;9.23
2674;2;"2024-03-22";4080.33;4009.14;4058.89;3991.37;38.46;-4.42
2675;2;"2024-03-26";4071.6;4012.43;4041.61;3986.9;36.46;-17.74
2676;2;"2024-03-27";4063.6;4014.54;4022.5;3981.18;34.35;-30.88
2677;2;"2024-03-28";4052.19;4014.41;4008.57;3977.07;38.08;-38.01
2678;2;"2024-04-01";4042.08;4014.67;3999.83;3974.7;42.13;-39.93
2679;2;"2024-04-02";4031.52;4015.12;3988.78;3971.14;39.85;-43.61
2680;2;"2024-04-03";4024.16;4016.37;3984.83;3970.2;45.93;-40.93
2681;2;"2024-04-04";4020.29;4018.38;3986.59;3971.5;50.67;-33.9
2682;2;"2024-04-05";4018.65;4019.11;3985.89;3971.8;48.7;-29.92
2683;2;"2024-04-08";4014.06;4021.39;3984.62;3971.83;48.14;-27.0
2684;2;"2024-04-09";4005.96;4023.49;3980.99;3970.84;45.92;-26.47
2685;2;"2024-04-10";3999.08;4026.98;3981.34;3971.38;49.58;-22.72
2686;2;"2024-04-12";3989.53;4030.98;3983.25;3972.56;51.15;-18.19
2687;2;"2024-04-15";3979.14;4033.8;3979.25;3971.33;45.66;-19.23
2688;2;"2024-04-16";3962.4;4034.93;3969.11;3967.47;40.35;-25.28
2689;2;"2024-04-18";3944.54;4035.09;3958.91;3963.33;39.57;-30.6
2690;2;"2024-04-19";3928.23;4032.29;3946.27;3957.95;37.01;-37.27
2691;2;"2024-04-22";3922.59;4030.12;3938.49;3954.29;41.39;-39.01
2692;2;"2024-04-23";3917.78;4024.89;3932.42;3951.17;42.52;-39.13
2693;2;"2024-04-24";3910.69;4019.84;3922.76;3946.46;39.02;-42.25
2694;2;"2024-04-25";3907.75;4014.2;3916.04;3942.76;41.53;-42.53
2695;2;"2024-04-26";3904.94;4007.96;3907.02;3938.0;39.0;-44.73
2696;2;"2024-04-29";3906.41;4002.95;3903.52;3935.34;44.74;-42.04
2697;2;"2024-04-30";3903.63;3996.37;3895.62;3930.84;40.57;-43.41
2698;2;"2024-05-02";3900.95;3991.63;3892.55;3928.2;45.3;-40.58
2699;2;"2024-05-03";3898.93;3986.44;3887.87;3924.87;43.56;-39.49
2700;2;"2024-05-06";3897.62;3982.29;3891.03;3924.72;51.4;-32.0
2701;2;"2024-05-07";3896.4;3979.8;3899.4;3926.85;56.28;-21.14
2702;2;"2024-05-08";3896.29;3978.72;3906.79;3928.81;56.07;-12.55
2703;2;"2024-05-09";3895.67;3978.1;3911.87;3930.04;54.25;-7.02
2704;2;"2024-05-10";3893.04;3974.23;3910.16;3928.63;47.65;-7.89
2705;2;"2024-05-13";3891.2;3972.15;3913.75;3929.38;52.69;-4.18
2706;2;"2024-05-14";3886.19;3970.15;3912.55;3928.27;48.36;-4.95
2707;2;"2024-05-15";3883.15;3965.67;3909.49;3926.4;46.52;-7.15
2708;2;"2024-05-16";3884.55;3961.31;3908.68;3925.4;48.6;-7.16
2709;2;"2024-05-17";3883.16;3956.09;3901.57;3921.82;42.77;-12.41
2710;2;"2024-05-21";3882.86;3950.61;3893.82;3917.83;41.66;-17.5
2711;2;"2024-05-22";3881.23;3945.63;3887.94;3914.47;43.02;-20.34
2712;2;"2024-05-23";3882.17;3943.26;3888.46;3913.64;49.61;-17.43
2713;2;"2024-05-24";3883.09;3938.96;3884.75;3911.13;45.55;-18.47
2714;2;"2024-05-27";3882.83;3933.73;3881.16;3908.61;45.33;-19.26
2715;2;"2024-05-28";3883.76;3928.08;3877.23;3905.92;44.64;-20.23
2716;2;"2024-05-29";3880.43;3920.31;3870.22;3901.91;41.24;-23.65
2717;2;"2024-05-30";3876.2;3912.05;3857.45;3895.41;35.76;-31.45
2718;2;"2024-05-31";3866.58;3901.32;3839.69;3886.6;31.42;-42.4
2719;2;"2024-06-03";3859.56;3890.99;3826.65;3879.4;35.54;-47.95
2720;2;"2024-06-04";3849.25;3882.24;3816.02;3872.95;37.09;-50.79
2721;2;"2024-06-05";3837.63;3877.63;3809.4;3867.99;41.05;-49.92
2722;2;"2024-06-06";3830.3;3874.82;3811.4;3866.52;50.07;-41.97
2723;2;"2024-06-07";3826.99;3873.24;3819.26;3867.59;55.6;-30.2
2724;2;"2024-06-10";3825.23;3872.19;3823.01;3867.24;52.15;-23.44
2725;2;"2024-06-11";3820.44;3871.68;3825.78;3866.65;51.5;-18.41
2726;2;"2024-06-12";3816.97;3871.5;3826.34;3865.28;49.46;-15.89
2727;2;"2024-06-13";3816.85;3871.53;3831.28;3865.78;53.93;-10.02
2728;2;"2024-06-14";3813.41;3869.84;3831.35;3864.46;49.28;-8.99
2729;2;"2024-06-18";3812.46;3868.47;3829.8;3862.52;47.65;-9.43
2730;2;"2024-06-19";3811.54;3865.55;3827.13;3860.14;46.35;-10.74
2731;2;"2024-06-20";3809.3;3861.23;3823.33;3857.28;44.92;-12.79
2732;2;"2024-06-21";3805.16;3857.86;3822.13;3855.46;47.74;-12.38
2733;2;"2024-06-24";3803.53;3854.75;3821.62;3853.94;48.47;-11.43
2734;2;"2024-06-25";3803.1;3852.59;3823.23;3853.33;51.11;-8.83
2735;2;"2024-06-26";3803.9;3850.01;3826.33;3853.43;53.18;-5.31
2736;2;"2024-06-27";3810.42;3848.67;3836.6;3856.6;61.16;3.76
2737;2;"2024-06-28";3818.82;3847.92;3843.03;3858.46;57.14;8.43
2738;2;"2024-07-01";3834.19;3850.03;3855.91;3863.16;63.52;17.9
2739;2;"2024-07-02";3849.91;3853.14;3871.29;3869.21;66.37;28.24
2740;2;"2024-07-03";3862.42;3855.92;3880.24;3872.97;59.68;31.86
2741;2;"2024-07-04";3876.15;3859.05;3893.64;3878.77;63.87;38.78
2742;2;"2024-07-05";3885.22;3861.79;3904.89;3883.99;62.72;43.02
2743;2;"2024-07-08";3890.18;3865.03;3913.3;3888.27;60.34;44.38
2744;2;"2024-07-09";3896.52;3867.7;3920.18;3892.09;59.33;44.32
2745;2;"2024-07-10";3899.38;3869.46;3919.13;3892.76;50.37;37.67
2746;2;"2024-07-11";3903.98;3870.53;3919.56;3893.97;51.87;33.2
2747;2;"2024-07-12";3919.27;3877.79;3944.74;3905.34;69.51;50.08
2748;2;"2024-07-15";3936.13;3883.91;3966.12;3915.69;67.99;61.56
2749;2;"2024-07-16";3954.29;3890.61;3986.34;3925.99;68.46;70.58
2750;2;"2024-07-18";3979.99;3898.5;4017.69;3941.27;74.41;87.79
2751;2;"2024-07-19";4005.74;3904.97;4044.81;3955.43;72.99;99.22
2752;2;"2024-07-22";4029.57;3911.18;4067.91;3968.45;71.31;105.84
2753;2;"2024-07-23";4053.85;3918.02;4090.24;3981.54;72.0;111.02
2754;2;"2024-07-24";4077.24;3926.27;4110.81;3994.28;72.19;114.13
2755;2;"2024-07-25";4100.57;3933.76;4130.97;4007.15;73.0;116.56
2756;2;"2024-07-26";4123.26;3943.49;4155.43;4022.08;76.03;122.34
2757;2;"2024-07-29";4147.11;3953.51;4176.93;4036.16;75.09;124.95
2758;2;"2024-07-30";4166.46;3962.8;4194.87;4049.07;72.83;124.3
2759;2;"2024-07-31";4184.86;3973.82;4213.01;4062.25;73.91;123.98
2760;2;"2024-08-01";4206.45;3985.36;4230.54;4075.38;74.54;123.25
2761;2;"2024-08-02";4219.56;3994.38;4235.55;4083.53;59.41;112.18
2762;2;"2024-08-05";4226.72;3999.61;4227.88;4086.33;47.7;92.01
2763;2;"2024-08-06";4235.62;4006.05;4222.48;4089.66;49.06;76.45
2764;2;"2024-08-07";4246.37;4013.11;4220.38;4094.01;51.53;65.72
2765;2;"2024-08-08";4259.54;4019.77;4215.83;4097.09;49.09;54.34
2766;2;"2024-08-09";4274.79;4028.27;4217.06;4102.25;53.83;49.29
2767;2;"2024-08-12";4275.38;4037.46;4215.02;4105.91;50.83;42.13
2768;2;"2024-08-13";4276.76;4047.98;4213.3;4109.48;50.94;36.14
2769;2;"2024-08-14";4282.6;4059.83;4221.1;4116.77;58.84;38.88
2770;2;"2024-08-16";4287.63;4073.85;4239.67;4128.5;66.06;50.22
2771;2;"2024-08-19";4297.01;4088.72;4263.51;4142.68;69.58;64.43
2772;2;"2024-08-20";4308.8;4102.58;4288.25;4157.61;71.04;77.49
2773;2;"2024-08-21";4321.26;4115.73;4313.32;4173.05;72.25;89.09
2774;2;"2024-08-22";4331.05;4128.6;4331.29;4185.95;66.95;93.21
2775;2;"2024-08-23";4338.12;4140.83;4343.92;4196.85;63.12;92.33
2776;2;"2024-08-26";4343.85;4154.25;4359.02;4208.84;65.29;93.67
2777;2;"2024-08-27";4349.65;4166.63;4372.18;4220.14;64.72;93.23
2778;2;"2024-08-28";4356.69;4180.11;4384.93;4231.36;65.26;92.53
2779;2;"2024-08-29";4363.01;4194.04;4397.01;4242.35;65.63;91.39
2780;2;"2024-08-30";4370.84;4209.08;4411.94;4254.57;68.27;92.8
2781;2;"2024-09-02";4382.74;4223.76;4422.33;4265.02;64.14;90.24
2782;2;"2024-09-03";4400.61;4237.79;4430.9;4274.71;63.05;86.51
2783;2;"2024-09-04";4416.01;4251.04;4435.51;4282.74;58.93;79.96
2784;2;"2024-09-05";4429.79;4263.79;4439.36;4290.31;58.52;73.66
2785;2;"2024-09-06";4444.0;4275.81;4441.01;4296.84;56.08;66.35
2786;2;"2024-09-09";4455.04;4286.12;4441.83;4302.83;55.15;59.29
2787;2;"2024-09-10";4470.64;4298.19;4448.12;4310.87;60.82;57.73
2788;2;"2024-09-11";4484.77;4308.21;4451.09;4317.48;57.02;53.58
2789;2;"2024-09-12";4495.89;4318.22;4457.43;4325.33;60.59;52.78
2790;2;"2024-09-13";4501.22;4329.37;4463.64;4333.06;61.03;51.94
2791;2;"2024-09-16";4502.38;4339.21;4468.36;4340.13;59.65;49.95
2792;2;"2024-09-17";4501.5;4349.09;4471.92;4346.62;58.49;47.21
2793;2;"2024-09-18";4491.23;4356.15;4459.94;4346.6;40.63;31.8
2794;2;"2024-09-19";4480.94;4362.36;4444.34;4344.62;36.84;15.38
2795;2;"2024-09-20";4471.99;4369.88;4429.15;4342.28;36.02;1.44
2796;2;"2024-09-23";4460.29;4376.77;4413.85;4339.39;34.81;-10.81
2797;2;"2024-09-24";4449.0;4378.52;4400.28;4336.72;35.21;-20.05
2798;2;"2024-09-25";4437.43;4380.63;4388.32;4334.29;35.74;-26.8
2799;2;"2024-09-26";4426.47;4382.91;4379.2;4332.65;38.49;-30.36
2800;2;"2024-09-27";4414.21;4382.77;4372.48;4331.71;40.97;-31.51
2801;2;"2024-09-30";4401.59;4382.1;4362.58;4329.23;36.98;-35.26
2802;2;"2024-10-01";4390.36;4382.11;4355.47;4327.61;40.02;-36.25
2803;2;"2024-10-03";4378.04;4380.71;4343.78;4323.89;34.87;-41.01
2804;2;"2024-10-04";4366.85;4379.63;4335.06;4321.08;37.91;-42.71
2805;2;"2024-10-07";4357.66;4378.64;4329.14;4319.19;41.04;-41.92
2806;2;"2024-10-08";4347.84;4375.95;4321.91;4316.6;39.03;-42.39
2807;2;"2024-10-09";4335.1;4373.39;4315.34;4314.11;39.0;-42.29
2808;2;"2024-10-10";4322.5;4370.63;4306.97;4310.71;36.3;-43.77
2809;2;"2024-10-11";4304.08;4365.9;4291.94;4304.37;29.57;-50.67
2810;2;"2024-10-14";4284.78;4360.7;4277.15;4297.8;28.65;-56.5
2811;2;"2024-10-15";4264.96;4357.37;4261.88;4290.7;27.21;-62.01
2812;2;"2024-10-16";4244.42;4356.17;4245.98;4283.02;25.68;-67.36
2813;2;"2024-10-17";4232.56;4354.92;4232.94;4276.2;28.46;-69.67
2814;2;"2024-10-18";4223.91;4353.38;4222.47;4270.19;31.24;-69.56
2815;2;"2024-10-21";4213.66;4351.52;4208.89;4262.73;27.68;-72.12
2816;2;"2024-10-22";4201.0;4347.26;4190.47;4253.03;23.41;-78.45
2817;2;"2024-10-23";4190.75;4344.67;4178.64;4245.71;32.29;-78.46
2818;2;"2024-10-24";4179.41;4341.69;4166.19;4237.95;30.89;-79.04
2819;2;"2024-10-25";4167.66;4336.93;4155.84;4230.88;32.54;-77.82
2820;2;"2024-10-28";4156.77;4330.43;4149.65;4225.38;38.04;-73.32
2821;2;"2024-10-29";4147.11;4322.14;4142.57;4219.5;36.54;-70.21
2822;2;"2024-10-30";4136.95;4313.36;4137.05;4214.21;38.13;-66.22
2823;2;"2024-10-31";4123.73;4301.7;4120.99;4204.57;28.61;-71.61
2824;2;"2024-11-01";4110.33;4291.35;4107.97;4195.93;31.12;-73.76
2825;2;"2024-11-04";4094.89;4281.35;4094.27;4186.84;29.69;-76.2
2826;2;"2024-11-05";4080.8;4270.73;4082.56;4178.39;30.92;-76.67
2827;2;"2024-11-06";4075.13;4263.58;4088.0;4176.87;52.02;-62.74
2828;2;"2024-11-07";4071.31;4256.48;4093.99;4175.85;53.05;-50.22
2829;2;"2024-11-08";4071.2;4249.18;4099.04;4174.72;52.63;-40.14
2830;2;"2024-11-11";4074.3;4242.08;4108.53;4175.66;57.47;-27.66
2831;2;"2024-11-12";4078.33;4235.61;4116.99;4176.51;57.31;-17.68
2832;2;"2024-11-13";4081.1;4228.37;4120.17;4175.49;51.75;-13.41
2833;2;"2024-11-14";4082.95;4221.7;4122.62;4174.33;51.24;-10.26
2834;2;"2024-11-18";4077.77;4212.57;4112.8;4168.26;39.43;-17.77
2835;2;"2024-11-19";4075.75;4204.23;4105.82;4163.21;41.72;-21.84
2836;2;"2024-11-21";4078.62;4196.69;4102.68;4159.66;45.42;-22.13
2837;2;"2024-11-22";4087.54;4191.43;4116.2;4163.0;59.64;-8.4
2838;2;"2024-11-25";4100.9;4188.14;4135.14;4168.96;63.81;8.07
2839;2;"2024-11-26";4115.66;4184.84;4155.86;4176.17;65.84;23.89
2840;2;"2024-11-27";4127.74;4181.04;4172.69;4182.3;63.78;34.4
2841;2;"2024-11-28";4136.22;4175.67;4179.57;4184.75;55.62;35.25
2842;2;"2024-11-29";4145.53;4170.98;4188.26;4188.13;57.36;37.58
2843;2;"2024-12-02";4160.94;4169.59;4196.68;4191.6;57.76;39.45
2844;2;"2024-12-03";4176.87;4169.72;4206.78;4195.96;59.59;42.54
2845;2;"2024-12-04";4196.38;4171.11;4220.84;4202.17;63.0;48.6
2846;2;"2024-12-05";4221.02;4175.02;4244.0;4212.44;68.99;61.54
2847;2;"2024-12-06";4236.31;4178.51;4263.19;4221.58;67.02;69.5
2848;2;"2024-12-09";4251.37;4182.05;4281.19;4230.62;67.38;75.47
2849;2;"2024-12-10";4265.65;4184.85;4295.6;4238.54;65.12;77.73
2850;2;"2024-12-11";4277.09;4187.23;4308.16;4245.95;64.51;78.2
2851;2;"2024-12-12";4289.97;4190.96;4322.14;4254.15;66.33;79.87
2852;2;"2024-12-13";4306.14;4194.68;4336.59;4262.76;67.57;81.79
2853;2;"2024-12-16";4319.61;4198.33;4344.08;4268.74;60.2;77.67
2854;2;"2024-12-17";4335.06;4199.85;4342.6;4271.09;51.3;66.65
2855;2;"2024-12-18";4350.47;4201.35;4343.1;4274.1;52.97;58.79
2856;2;"2024-12-19";4360.43;4201.72;4336.32;4274.01;46.26;45.91
2857;2;"2024-12-20";4356.71;4200.07;4320.5;4269.94;39.12;27.19
2858;2;"2024-12-23";4348.87;4198.69;4305.06;4265.57;38.37;11.25
2859;2;"2024-12-24";4340.21;4199.3;4293.1;4262.19;40.55;0.33
2860;2;"2024-12-26";4332.04;4199.95;4281.29;4258.54;39.8;-9.06
2861;2;"2024-12-27";4328.04;4200.91;4270.2;4254.87;39.48;-16.65
2862;2;"2024-12-30";4322.43;4202.18;4259.59;4251.1;39.01;-22.89
2863;3;"2019-03-13";732.14;725.04;727.37;725.04;38.94;-4.24
2864;3;"2019-03-14";730.03;725.91;725.56;724.39;38.89;-5.09
2865;3;"2019-03-15";728.95;726.9;724.89;724.16;46.02;-4.89
2866;3;"2019-03-18";727.37;727.72;723.49;723.61;41.73;-5.34
2867;3;"2019-03-19";726.43;728.94;723.37;723.56;49.1;-4.68
2868;3;"2019-03-20";727.16;730.29;724.86;724.16;57.19;-2.77
2869;3;"2019-03-22";727.28;731.75;726.59;724.9;58.94;-0.91
2870;3;"2019-03-25";727.37;732.93;727.42;725.31;54.42;-0.07
2871;3;"2019-03-26";727.01;733.89;727.45;725.41;50.43;-0.01
2872;3;"2019-03-27";725.75;734.82;727.66;725.57;51.43;0.19
2873;3;"2019-03-28";725.52;735.54;728.63;726.05;55.43;1.0
2874;3;"2019-04-01";726.51;736.1;731.15;727.19;62.53;2.99
2875;3;"2019-04-02";727.76;736.56;733.84;728.46;64.07;4.87
2876;3;"2019-04-03";728.33;736.96;735.69;729.43;60.3;5.79
2877;3;"2019-04-04";729.1;737.3;736.86;730.15;57.1;6.02
2878;3;"2019-04-05";730.44;737.58;738.99;731.3;61.72;7.04
2879;3;"2019-04-08";732.66;738.02;741.68;732.71;64.58;8.4
2880;3;"2019-04-09";735.07;738.6;743.49;733.8;60.5;8.83
2881;3;"2019-04-10";737.14;739.01;744.36;734.54;55.98;8.44
