"indicator_id";"company_id";"date";"sma_20";"sma_50";"ema_20";"ema_50";"rsi";"macd"
4843;4;"2021-06-07";735.5;725.72;740.11;733.92;55.77;9.4
4844;4;"2021-06-08";737.08;725.55;740.25;734.22;51.93;8.3
4845;4;"2021-06-09";739.0;725.56;740.24;734.45;51.3;7.23
4846;4;"2021-06-10";741.04;725.74;740.27;734.69;51.47;6.35
4847;4;"2021-06-11";743.52;725.69;740.54;735.03;52.73;5.79
4848;4;"2021-06-14";744.5;724.95;740.47;735.21;50.88;5.01
4849;4;"2021-06-15";744.84;724.92;740.91;735.6;53.63;4.78
4850;4;"2021-06-16";745.5;724.89;741.04;735.86;51.99;4.31
4851;4;"2021-06-17";746.33;725.06;740.28;735.75;46.92;3.16
4852;4;"2021-06-18";745.9;725.45;740.24;735.91;50.75;2.77
4853;4;"2021-06-21";745.37;725.87;740.64;736.24;53.12;2.79
4854;4;"2021-06-22";745.49;726.38;740.76;736.47;51.65;2.57
4855;4;"2021-06-23";745.7;727.02;740.95;736.71;52.14;2.45
4856;4;"2021-06-24";746.29;728.41;742.11;737.36;57.82;3.14
4857;4;"2021-06-25";746.58;729.56;743.58;738.15;60.0;4.01
4858;4;"2021-06-28";746.39;730.34;744.59;738.78;57.55;4.37
4859;4;"2021-06-29";746.15;731.07;745.2;739.26;55.3;4.35
4860;4;"2021-06-30";746.0;731.93;745.56;739.64;53.79;4.13
4861;4;"2021-07-01";745.15;732.88;745.35;739.78;49.88;3.45
4862;4;"2021-07-02";744.64;733.46;744.86;739.8;47.74;2.64
4863;4;"2021-07-05";744.53;734.27;745.13;740.11;52.88;2.57
4864;4;"2021-07-06";745.82;735.57;747.25;741.18;63.08;4.05
4865;4;"2021-07-07";747.3;736.58;749.39;742.3;64.1;5.35
4866;4;"2021-07-08";748.29;737.02;750.42;743.0;57.31;5.55
4867;4;"2021-07-09";748.68;737.31;750.48;743.32;51.61;4.91
4868;4;"2021-07-12";748.87;738.06;749.81;743.32;47.48;3.76
4869;4;"2021-07-13";749.16;738.93;749.92;743.62;51.61;3.4
4870;4;"2021-07-14";749.52;740.04;749.89;743.85;50.83;2.97
4871;4;"2021-07-15";750.89;741.22;750.88;744.5;56.5;3.47
4872;4;"2021-07-16";751.95;742.44;751.86;745.16;56.91;3.88
4873;4;"2021-07-19";751.51;743.0;750.3;744.78;43.25;2.11
4874;4;"2021-07-20";750.49;743.23;747.57;743.87;37.93;-0.41
4875;4;"2021-07-22";749.57;743.68;745.36;743.1;39.53;-2.16
4876;4;"2021-07-23";747.98;744.12;743.07;742.25;38.39;-3.75
4877;4;"2021-07-26";745.97;744.59;740.62;741.27;36.81;-5.27
4878;4;"2021-07-27";744.25;744.59;738.64;740.43;38.53;-6.2
4879;4;"2021-07-28";742.14;743.99;735.79;739.19;34.2;-7.75
4880;4;"2021-07-29";740.14;743.59;733.25;738.01;34.54;-8.84
4881;4;"2021-07-30";738.64;743.53;731.34;737.03;37.49;-9.26
4882;4;"2021-08-02";737.19;742.78;729.43;736.03;36.67;-9.64
4883;4;"2021-08-03";735.67;742.03;728.28;735.29;41.11;-9.35
4884;4;"2021-08-04";733.94;741.9;728.7;735.19;50.59;-7.79
4885;4;"2021-08-05";732.57;741.97;730.01;735.47;55.52;-5.7
4886;4;"2021-08-06";731.88;742.07;731.56;735.9;57.35;-3.69
4887;4;"2021-08-09";731.93;742.08;733.5;736.53;59.9;-1.62
4888;4;"2021-08-10";732.44;742.0;735.44;737.21;60.75;0.16
4889;4;"2021-08-11";732.27;741.83;736.58;737.61;56.41;1.06
4890;4;"2021-08-12";732.33;741.8;737.93;738.12;58.05;2.0
4891;4;"2021-08-13";732.46;741.86;740.33;739.1;63.7;3.71
4892;4;"2021-08-16";732.67;742.16;742.7;740.13;64.61;5.18
4893;4;"2021-08-17";733.76;742.3;744.1;740.8;58.85;5.63
4894;4;"2021-08-18";735.51;742.6;745.28;741.42;58.27;5.86
4895;4;"2021-08-20";737.16;742.95;746.43;742.05;58.73;6.04
4896;4;"2021-08-23";739.21;743.38;747.94;742.84;61.33;6.51
4897;4;"2021-08-24";742.31;744.11;750.94;744.27;68.72;8.16
4898;4;"2021-08-25";745.25;744.89;753.58;745.62;68.13;9.31
4899;4;"2021-08-26";748.69;745.53;755.85;746.87;67.01;10.0
4900;4;"2021-08-27";751.95;746.17;757.6;747.94;64.24;10.17
4901;4;"2021-08-30";755.49;747.19;760.13;749.36;68.6;10.98
4902;4;"2021-08-31";759.46;748.21;763.04;750.98;71.12;12.02
4903;4;"2021-09-01";763.07;749.11;765.56;752.5;70.06;12.6
4904;4;"2021-09-02";766.16;750.17;768.32;754.14;72.0;13.3
4905;4;"2021-09-03";768.44;751.07;770.2;755.47;66.0;13.19
4906;4;"2021-09-06";770.27;751.67;771.4;756.55;61.57;12.54
4907;4;"2021-09-07";771.9;752.21;772.66;757.65;62.5;12.02
4908;4;"2021-09-08";773.62;752.89;774.14;758.85;64.37;11.77
4909;4;"2021-09-09";775.46;753.55;775.11;759.84;60.81;11.13
4910;4;"2021-09-13";776.82;754.13;775.36;760.55;55.32;9.97
4911;4;"2021-09-14";777.38;754.75;775.26;761.09;52.57;8.68
4912;4;"2021-09-15";777.78;755.41;775.08;761.57;51.87;7.5
4913;4;"2021-09-16";778.91;756.06;775.55;762.29;56.51;7.01
4914;4;"2021-09-17";780.64;756.53;777.03;763.42;63.01;7.43
4915;4;"2021-09-20";781.77;756.73;777.3;764.07;54.24;6.79
4916;4;"2021-09-21";782.45;757.05;777.18;764.53;51.51;5.89
4917;4;"2021-09-22";781.82;757.37;776.19;764.62;45.78;4.39
4918;4;"2021-09-23";782.14;758.2;777.03;765.42;56.22;4.62
4919;4;"2021-09-24";783.31;759.19;779.29;766.81;62.91;6.0
4920;4;"2021-09-27";785.22;760.45;782.46;768.6;66.96;7.95
4921;4;"2021-09-28";786.39;761.4;784.85;770.13;63.76;8.99
4922;4;"2021-09-29";786.7;762.11;786.0;771.18;57.5;8.86
4923;4;"2021-09-30";787.1;763.35;787.09;772.21;57.74;8.7
4924;4;"2021-10-01";786.94;764.75;787.5;772.96;54.2;7.98
4925;4;"2021-10-04";787.19;766.12;788.01;773.74;54.94;7.45
4926;4;"2021-10-05";787.93;767.64;788.93;774.68;57.3;7.34
4927;4;"2021-10-06";789.07;769.45;790.7;775.97;61.65;7.95
4928;4;"2021-10-07";789.92;771.15;792.08;777.12;60.16;8.15
4929;4;"2021-10-08";790.77;773.01;792.96;778.07;57.49;7.91
4930;4;"2021-10-11";792.73;775.16;795.24;779.59;64.27;8.87
4931;4;"2021-10-12";794.76;777.2;797.11;780.97;62.82;9.35
4932;4;"2021-10-13";797.07;779.36;799.26;782.49;64.82;10.02
4933;4;"2021-10-14";800.26;781.89;803.49;784.89;72.6;12.34
4934;4;"2021-10-18";802.46;783.94;806.51;786.86;66.92;13.33
4935;4;"2021-10-19";805.68;785.98;810.11;789.11;69.67;14.7
4936;4;"2021-10-20";808.73;787.79;812.66;790.99;64.97;15.0
4937;4;"2021-10-21";812.3;789.51;815.09;792.84;65.39;15.17
4938;4;"2021-10-22";815.06;791.24;817.5;794.7;66.17;15.31
4939;4;"2021-10-25";816.45;792.87;818.55;796.03;58.56;14.29
4940;4;"2021-10-26";817.14;794.38;819.29;797.22;57.29;13.16
4941;4;"2021-10-27";817.84;795.55;819.49;798.17;54.32;11.73
4942;4;"2021-10-28";817.83;796.18;817.33;798.11;42.57;8.52
4943;4;"2021-10-29";817.53;796.86;814.86;797.85;40.51;5.47
4944;4;"2021-11-01";818.09;797.78;813.7;798.04;46.35;3.92
4945;4;"2021-11-02";818.62;798.7;812.72;798.25;46.72;2.71
4946;4;"2021-11-03";818.27;799.27;810.62;797.95;41.43;0.73
4947;4;"2021-11-04";817.74;799.62;809.32;797.91;44.76;-0.34
4948;4;"2021-11-08";817.49;800.05;808.45;798.0;46.41;-0.91
4949;4;"2021-11-09";816.73;800.22;806.32;797.54;40.6;-2.47
4950;4;"2021-11-10";814.76;800.29;803.59;796.76;37.53;-4.34
4951;4;"2021-11-11";812.73;800.09;800.79;795.87;36.32;-6.04
4952;4;"2021-11-12";810.57;799.81;798.47;795.11;37.78;-7.11
4953;4;"2021-11-15";807.32;799.59;796.58;794.46;39.14;-7.7
4954;4;"2021-11-16";804.26;799.18;794.43;793.66;37.24;-8.44
4955;4;"2021-11-17";800.31;798.73;791.67;792.55;33.93;-9.61
4956;4;"2021-11-18";796.95;798.46;789.58;791.66;36.95;-10.08
4957;4;"2021-11-22";792.93;797.92;786.54;790.32;32.48;-11.29
4958;4;"2021-11-23";788.8;797.32;783.8;789.05;32.56;-12.1
4959;4;"2021-11-24";785.32;796.81;781.44;787.87;33.53;-12.49
4960;4;"2021-11-25";782.15;796.51;779.68;786.89;36.61;-12.35
4961;4;"2021-11-26";778.33;795.93;776.37;785.25;29.8;-13.53
4962;4;"2021-11-29";776.02;795.47;773.92;783.89;33.97;-13.85
4963;4;"2021-11-30";773.79;794.81;771.34;782.44;32.56;-14.25
4964;4;"2021-12-01";771.27;794.03;769.53;781.26;36.65;-13.96
4965;4;"2021-12-02";769.25;793.69;768.89;780.53;43.64;-12.73
4966;4;"2021-12-03";767.55;793.31;767.74;779.6;40.83;-12.11
4967;4;"2021-12-06";765.3;793.01;766.23;778.52;38.69;-11.87
4968;4;"2021-12-07";763.43;792.57;765.91;777.9;45.59;-10.68
4969;4;"2021-12-08";762.97;792.09;766.96;777.86;52.92;-8.5
4970;4;"2021-12-09";762.26;791.11;766.62;777.3;46.46;-7.77
4971;4;"2021-12-10";761.62;790.18;766.11;776.67;45.51;-7.28
4972;4;"2021-12-13";760.57;789.35;765.11;775.84;42.98;-7.27
4973;4;"2021-12-14";759.2;788.43;763.78;774.88;41.11;-7.53
4974;4;"2021-12-15";758.0;787.6;762.47;773.9;40.57;-7.74
4975;4;"2021-12-16";757.24;786.75;761.29;772.97;40.61;-7.82
4976;4;"2021-12-17";755.58;785.52;758.93;771.54;34.8;-8.86
4977;4;"2021-12-20";753.33;783.63;754.54;769.23;27.41;-11.47
4978;4;"2021-12-21";751.49;781.94;751.34;767.34;32.66;-12.75
4979;4;"2021-12-22";749.67;780.37;748.6;765.58;33.74;-13.46
4980;4;"2021-12-23";747.62;778.47;746.07;763.88;33.55;-13.91
4981;4;"2021-12-24";746.35;776.56;743.54;762.13;32.62;-14.31
4982;4;"2021-12-27";745.09;774.68;741.81;760.69;36.93;-13.99
4983;4;"2021-12-28";744.27;772.41;740.72;759.51;40.37;-13.18
4984;4;"2021-12-29";743.0;770.25;739.41;758.23;38.78;-12.67
4985;4;"2021-12-30";741.39;767.98;738.58;757.15;41.51;-11.82
4986;4;"2021-12-31";740.54;766.03;738.69;756.47;47.41;-10.31
4987;4;"2022-01-03";740.93;764.46;740.7;756.6;57.73;-7.4
4988;4;"2022-01-04";741.0;762.94;742.95;756.9;59.61;-4.68
4989;4;"2022-01-05";741.28;762.02;746.71;757.9;66.23;-1.05
4990;4;"2022-01-06";741.6;760.89;748.91;758.37;59.03;0.8
4991;4;"2022-01-07";742.3;759.97;751.43;759.03;61.0;2.68
4992;4;"2022-01-10";743.5;759.62;754.11;759.84;62.54;4.46
4993;4;"2022-01-11";745.09;759.45;756.85;760.75;63.75;6.08
4994;4;"2022-01-12";746.51;758.97;758.9;761.43;60.85;6.9
4995;4;"2022-01-13";747.2;758.18;759.38;761.54;52.82;6.33
4996;4;"2022-01-14";749.01;757.82;760.64;761.97;56.52;6.49
4997;4;"2022-01-17";751.4;757.09;760.65;761.92;50.63;5.6
4998;4;"2022-01-18";753.59;756.38;761.03;762.03;52.38;5.15
4999;4;"2022-01-19";755.42;755.85;760.86;761.92;49.73;4.3
5000;4;"2022-01-20";757.04;755.38;760.25;761.63;47.47;3.22
5001;4;"2022-01-21";759.11;755.12;760.3;761.59;50.69;2.83
5002;4;"2022-01-24";760.01;754.45;758.69;760.88;42.85;1.1
5003;4;"2022-01-25";760.69;753.76;757.29;760.22;43.23;-0.21
5004;4;"2022-01-27";761.22;753.03;755.4;759.32;40.51;-1.75
5005;4;"2022-01-28";761.26;752.35;753.14;758.24;38.22;-3.41
5006;4;"2022-01-31";761.42;751.82;752.16;757.64;44.71;-3.78
5007;4;"2022-02-01";760.85;751.63;751.81;757.28;47.69;-3.57
5008;4;"2022-02-02";760.92;751.79;753.12;757.6;55.5;-2.0
5009;4;"2022-02-03";759.68;751.76;753.56;757.61;51.65;-1.39
5010;4;"2022-02-04";759.29;751.74;754.36;757.78;53.54;-0.54
5011;4;"2022-02-07";757.23;751.53;752.43;756.85;42.08;-2.1
5012;4;"2022-02-08";754.79;751.13;750.38;755.83;41.01;-3.55
5013;4;"2022-02-09";753.08;751.17;750.23;755.56;48.93;-3.22
5014;4;"2022-02-10";752.3;751.38;751.4;755.83;54.03;-1.82
5015;4;"2022-02-11";752.07;751.31;752.17;755.97;52.74;-0.96
5016;4;"2022-02-14";750.28;750.91;750.71;755.22;44.48;-2.08
5017;4;"2022-02-15";750.19;751.05;751.49;755.37;52.33;-1.16
5018;4;"2022-02-16";749.85;750.95;752.1;755.46;51.97;-0.52
5019;4;"2022-02-17";749.55;750.48;752.21;755.38;50.25;-0.38
5020;4;"2022-02-18";749.64;750.33;752.58;755.41;51.34;-0.03
5021;4;"2022-02-21";749.65;750.33;753.39;755.63;53.19;0.63
5022;4;"2022-02-22";750.25;750.32;753.58;755.62;50.76;0.69
5023;4;"2022-02-23";750.57;750.31;753.28;755.42;48.7;0.34
5024;4;"2022-02-24";749.18;749.5;749.13;753.62;35.72;-3.2
5025;4;"2022-02-25";749.0;749.06;747.12;752.62;43.08;-4.46
5026;4;"2022-02-28";747.52;748.59;743.88;751.07;39.15;-6.59
5027;4;"2022-03-02";744.45;748.08;738.48;748.56;33.44;-10.26
5028;4;"2022-03-03";740.44;747.37;733.43;746.09;33.11;-13.15
5029;4;"2022-03-04";736.72;746.58;728.65;743.63;32.64;-15.44
5030;4;"2022-03-07";731.74;745.39;722.34;740.44;28.56;-18.73
5031;4;"2022-03-08";728.23;744.28;716.78;737.44;29.25;-20.97
5032;4;"2022-03-09";725.97;743.48;713.81;735.41;38.43;-20.75
5033;4;"2022-03-10";723.34;742.8;712.14;733.87;42.43;-19.49
5034;4;"2022-03-11";720.14;742.23;710.84;732.48;43.19;-18.11
5035;4;"2022-03-14";718.23;742.04;711.83;732.04;50.93;-15.0
5036;4;"2022-03-15";716.99;741.49;711.85;731.26;48.07;-13.14
5037;4;"2022-03-16";715.24;740.77;713.01;730.98;51.86;-10.56
5038;4;"2022-03-17";714.35;740.29;715.58;731.33;56.39;-7.15
5039;4;"2022-03-21";713.85;739.51;718.22;731.8;57.27;-4.14
5040;4;"2022-03-22";713.4;739.05;720.97;732.4;58.34;-1.43
5041;4;"2022-03-23";712.33;738.34;722.75;732.68;55.43;0.12
5042;4;"2022-03-24";710.63;737.17;722.61;732.24;48.97;-0.13
5043;4;"2022-03-25";708.88;735.82;721.93;731.58;47.08;-0.79
5044;4;"2022-03-28";709.21;734.58;721.4;730.98;47.43;-1.23
5045;4;"2022-03-29";709.1;733.82;721.83;730.78;50.97;-0.8
5046;4;"2022-03-30";710.37;733.14;723.42;731.09;55.25;0.55
5047;4;"2022-03-31";712.77;732.63;724.53;731.25;53.92;1.34
5048;4;"2022-04-01";716.15;732.39;727.25;732.1;59.59;3.36
5049;4;"2022-04-04";723.41;733.78;736.88;735.88;74.11;10.93
5050;4;"2022-04-05";730.49;734.77;743.28;738.55;65.9;14.79
5051;4;"2022-04-06";736.07;735.06;746.34;740.0;57.76;15.36
5052;4;"2022-04-07";739.71;735.36;747.49;740.72;53.53;14.27
5053;4;"2022-04-08";742.76;735.63;748.43;741.37;53.27;13.17
5054;4;"2022-04-11";745.24;735.84;748.39;741.63;50.93;11.42
5055;4;"2022-04-12";746.51;736.14;748.24;741.83;50.59;9.82
5056;4;"2022-04-13";747.54;735.94;746.74;741.47;46.92;7.31
5057;4;"2022-04-18";746.22;734.92;742.07;739.75;39.44;2.48
5058;4;"2022-04-19";742.77;733.03;735.31;737.06;34.86;-3.45
5059;4;"2022-04-20";739.47;731.42;729.77;734.71;36.66;-7.57
5060;4;"2022-04-21";736.47;729.92;725.71;732.85;39.64;-9.91
5061;4;"2022-04-22";733.38;728.8;721.15;730.69;37.85;-12.39
5062;4;"2022-04-25";731.46;727.84;717.51;728.81;39.45;-13.78
5063;4;"2022-04-26";729.99;726.58;714.51;727.13;40.47;-14.46
5064;4;"2022-04-27";728.48;725.06;711.82;725.53;40.55;-14.81
5065;4;"2022-04-28";726.47;723.58;709.33;723.97;40.4;-14.96
5066;4;"2022-04-29";724.16;722.69;707.71;722.73;42.92;-14.38
5067;4;"2022-05-02";722.5;721.55;707.15;721.91;46.43;-13.0
5068;4;"2022-05-04";718.75;719.95;704.37;720.19;39.84;-13.67
5069;4;"2022-05-05";711.15;718.42;701.72;718.47;39.45;-14.17
5070;4;"2022-05-06";703.88;716.47;697.63;716.13;35.2;-15.8
5071;4;"2022-05-09";698.11;714.45;694.04;713.93;35.67;-16.82
5072;4;"2022-05-10";693.71;712.75;691.8;712.23;40.13;-16.57
5073;4;"2022-05-11";689.56;711.23;690.13;710.74;41.68;-15.89
5074;4;"2022-05-12";684.74;710.06;686.46;708.42;35.68;-16.99
5075;4;"2022-05-13";679.68;708.42;682.57;705.96;34.31;-18.13
5076;4;"2022-05-16";675.69;707.21;679.71;703.86;37.35;-18.26
5077;4;"2022-05-17";673.65;706.6;677.55;702.02;39.31;-17.8
5078;4;"2022-05-18";672.94;706.03;675.59;700.26;39.29;-17.25
5079;4;"2022-05-19";671.26;705.24;672.53;698.03;35.42;-17.68
5080;4;"2022-05-20";669.93;705.2;671.39;696.56;43.05;-16.47
5081;4;"2022-05-23";668.64;704.96;669.54;694.81;40.47;-16.01
5082;4;"2022-05-24";667.47;704.44;668.58;693.43;43.67;-14.87
5083;4;"2022-05-25";666.38;703.8;668.18;692.29;45.74;-13.42
5084;4;"2022-05-26";666.24;703.5;669.63;691.94;52.91;-10.61
5085;4;"2022-05-27";666.76;702.99;672.14;692.1;57.0;-7.29
5086;4;"2022-05-30";667.18;702.77;674.87;692.44;58.46;-4.21
5087;4;"2022-05-31";666.81;702.18;676.74;692.52;55.75;-2.26
5088;4;"2022-06-01";667.78;701.32;678.71;692.71;56.76;-0.47
5089;4;"2022-06-02";668.59;700.31;680.02;692.7;54.56;0.54
5090;4;"2022-06-03";670.15;699.17;680.99;692.6;53.45;1.15
5091;4;"2022-06-06";671.62;698.16;681.77;692.47;53.01;1.53
5092;4;"2022-06-07";672.16;697.36;681.73;692.03;49.23;1.18
5093;4;"2022-06-08";672.63;696.73;681.92;691.71;50.38;1.08
5094;4;"2022-06-09";674.49;696.18;682.58;691.59;52.86;1.41
5095;4;"2022-06-10";675.99;695.17;681.91;690.96;46.42;0.58
5096;4;"2022-06-13";676.52;693.67;680.13;689.88;41.42;-1.04
5097;4;"2022-06-14";676.47;692.08;677.84;688.55;38.74;-2.89
5098;4;"2022-06-15";676.31;690.1;675.54;687.19;37.91;-4.49
5099;4;"2022-06-16";676.17;686.34;672.22;685.36;33.5;-6.73
5100;4;"2022-06-17";675.39;683.16;669.61;683.77;36.09;-8.07
5101;4;"2022-06-20";675.84;680.87;668.8;682.88;44.93;-7.74
5102;4;"2022-06-21";676.28;679.07;668.75;682.31;48.35;-6.81
5103;4;"2022-06-22";676.32;677.22;668.41;681.64;46.98;-6.27
5104;4;"2022-06-23";675.53;675.61;668.33;681.09;48.21;-5.57
5105;4;"2022-06-24";674.58;674.22;669.14;680.92;52.72;-4.21
5106;4;"2022-06-27";673.44;673.13;670.0;680.81;53.3;-3.01
5107;4;"2022-06-28";672.37;672.64;670.28;680.5;50.5;-2.44
5108;4;"2022-06-29";671.09;672.65;670.44;680.17;49.96;-2.05
5109;4;"2022-06-30";670.17;672.59;670.78;679.93;51.12;-1.55
5110;4;"2022-07-01";669.5;672.38;671.36;679.81;52.78;-0.92
5111;4;"2022-07-04";668.93;672.38;671.98;679.73;53.35;-0.34
5112;4;"2022-07-05";668.68;672.25;672.39;679.6;52.26;0.0
5113;4;"2022-07-06";668.78;672.25;673.65;679.83;57.88;1.01
5114;4;"2022-07-07";669.23;672.48;675.96;680.54;63.89;2.77
5115;4;"2022-07-08";670.38;672.74;678.11;681.25;64.18;4.17
5116;4;"2022-07-11";672.37;672.95;680.49;682.1;66.23;5.58
5117;4;"2022-07-12";674.37;672.83;681.96;682.64;60.34;6.04
5118;4;"2022-07-13";675.63;672.85;681.67;682.5;49.2;4.99
5119;4;"2022-07-14";677.37;672.83;681.08;682.22;47.32;3.83
5120;4;"2022-07-15";679.18;673.28;681.08;682.18;50.62;3.32
5121;4;"2022-07-18";679.81;673.55;680.38;681.85;46.49;2.3
5122;4;"2022-07-19";680.1;673.62;679.78;681.54;46.65;1.5
5123;4;"2022-07-20";680.97;673.79;680.04;681.58;51.96;1.54
5124;4;"2022-07-21";681.61;674.37;680.07;681.53;50.59;1.37
5125;4;"2022-07-22";682.58;675.38;681.61;682.11;59.16;2.49
5126;4;"2022-07-25";683.59;676.29;683.2;682.75;60.12;3.51
5127;4;"2022-07-26";684.78;677.09;684.5;683.3;59.08;4.15
5128;4;"2022-07-27";686.3;677.99;686.19;684.04;61.75;5.03
5129;4;"2022-07-28";688.02;679.29;688.31;685.0;64.65;6.16
5130;4;"2022-07-29";690.03;680.42;691.05;686.26;68.26;7.66
5131;4;"2022-08-01";692.29;681.85;694.1;687.7;70.5;9.23
5132;4;"2022-08-02";694.23;682.96;696.1;688.78;64.04;9.72
5133;4;"2022-08-03";695.79;684.01;698.07;689.87;64.77;10.13
5134;4;"2022-08-04";696.69;684.66;699.78;690.9;64.05;10.27
5135;4;"2022-08-05";697.44;685.01;701.09;691.78;61.96;10.06
5136;4;"2022-08-08";698.84;685.61;703.94;693.32;69.68;11.18
5137;4;"2022-08-10";700.7;686.39;706.72;694.89;70.46;12.1
5138;4;"2022-08-11";703.9;687.3;710.16;696.77;73.79;13.46
5139;4;"2022-08-12";707.25;688.3;713.25;698.56;73.54;14.35
5140;4;"2022-08-16";710.75;689.52;716.85;700.62;76.25;15.56
5141;4;"2022-08-17";714.81;690.83;720.48;702.75;77.39;16.64
5142;4;"2022-08-18";718.9;692.32;723.85;704.84;77.66;17.37
5143;4;"2022-08-19";722.1;693.58;726.01;706.47;68.6;17.0
5144;4;"2022-08-22";724.84;694.5;726.88;707.6;59.49;15.61
5145;4;"2022-08-23";726.67;695.65;727.45;708.59;57.84;14.16
5146;4;"2022-08-24";728.58;697.11;728.31;709.68;59.71;13.14
5147;4;"2022-08-25";730.36;698.64;728.7;710.57;56.63;11.88
5148;4;"2022-08-26";731.87;700.22;729.07;711.43;56.71;10.76
5149;4;"2022-08-29";732.44;701.8;728.17;711.76;47.6;8.74
5150;4;"2022-08-30";733.74;703.76;729.59;712.98;60.13;8.92
5151;4;"2022-09-01";734.39;705.26;730.21;713.89;55.84;8.4
5152;4;"2022-09-02";735.77;706.75;731.4;715.02;58.87;8.43
5153;4;"2022-09-05";737.3;708.4;732.94;716.3;60.93;8.74
5154;4;"2022-09-06";738.74;709.94;734.06;717.41;59.02;8.66
5155;4;"2022-09-07";740.12;711.23;734.73;718.34;56.67;8.21
5156;4;"2022-09-08";741.01;712.64;736.07;719.54;60.37;8.38
5157;4;"2022-09-09";741.82;714.17;737.33;720.7;60.61;8.45
5158;4;"2022-09-12";742.01;715.66;738.23;721.73;58.7;8.21
5159;4;"2022-09-13";742.71;717.32;739.98;723.09;63.49;8.71
5160;4;"2022-09-14";743.37;719.06;742.3;724.71;66.79;9.63
5161;4;"2022-09-15";743.64;720.71;744.02;726.11;63.62;9.91
5162;4;"2022-09-16";743.17;722.12;744.24;726.9;53.94;8.91
5163;4;"2022-09-19";743.41;723.43;744.91;727.86;56.46;8.42
5164;4;"2022-09-20";744.67;724.68;746.38;729.13;60.7;8.66
5165;4;"2022-09-21";745.98;725.89;747.6;730.31;59.88;8.65
5166;4;"2022-09-22";746.31;726.69;747.16;730.81;49.93;7.26
5167;4;"2022-09-23";745.84;727.23;744.87;730.5;40.91;4.49
5168;4;"2022-09-26";744.88;727.92;741.87;729.83;37.35;1.5
5169;4;"2022-09-27";744.24;728.55;738.54;728.93;35.18;-1.37
5170;4;"2022-09-28";741.83;728.82;734.37;727.59;31.46;-4.58
5171;4;"2022-09-29";739.58;729.17;730.26;726.16;30.43;-7.32
5172;4;"2022-09-30";737.98;729.9;728.39;725.56;41.57;-7.84
5173;4;"2022-10-03";735.93;730.39;726.31;724.81;40.12;-8.47
5174;4;"2022-10-04";735.03;731.31;726.33;724.88;49.38;-7.29
5175;4;"2022-10-06";733.89;731.75;725.59;724.63;46.28;-6.92
5176;4;"2022-10-07";732.22;732.1;724.62;724.27;45.1;-6.79
5177;4;"2022-10-10";730.13;732.31;722.99;723.61;42.15;-7.25
5178;4;"2022-10-11";727.81;732.27;720.83;722.7;39.62;-8.09
5179;4;"2022-10-12";725.23;732.2;719.31;722.0;42.01;-8.3
5180;4;"2022-10-13";721.85;731.79;717.17;721.01;39.06;-9.01
5181;4;"2022-10-14";719.81;731.72;717.39;720.95;49.73;-7.66
5182;4;"2022-10-17";718.65;731.89;717.95;721.04;51.26;-6.21
5183;4;"2022-10-18";717.19;731.99;718.33;721.08;50.66;-5.11
5184;4;"2022-10-19";715.63;732.26;719.38;721.4;53.82;-3.6
5185;4;"2022-10-20";713.9;732.47;719.85;721.52;51.46;-2.77
5186;4;"2022-10-21";712.71;732.24;719.8;721.43;49.06;-2.49
5187;4;"2022-10-24";713.08;732.19;720.82;721.79;54.13;-1.35
5188;4;"2022-10-25";713.69;731.84;721.26;721.93;51.63;-0.85
5189;4;"2022-10-27";714.7;731.53;721.83;722.14;52.44;-0.31
5190;4;"2022-10-28";716.43;731.1;722.55;722.42;53.48;0.29
5191;4;"2022-10-31";719.29;730.96;725.0;723.44;61.48;2.28
5192;4;"2022-11-01";721.59;730.98;728.02;724.74;64.35;4.47
5193;4;"2022-11-02";724.11;731.19;730.79;726.01;64.52;6.17
5194;4;"2022-11-03";725.48;731.56;732.98;727.1;62.36;7.17
5195;4;"2022-11-04";726.98;731.88;734.46;727.94;59.03;7.45
5196;4;"2022-11-07";728.93;732.24;736.36;728.98;61.51;8.05
5197;4;"2022-11-09";731.27;732.67;738.06;729.97;61.35;8.42
5198;4;"2022-11-10";734.37;733.27;740.37;731.24;64.82;9.26
5199;4;"2022-11-11";739.4;734.98;746.58;734.15;76.68;13.26
5200;4;"2022-11-14";744.94;736.27;752.39;737.03;77.06;16.4
5201;4;"2022-11-15";749.44;737.74;757.83;739.87;77.45;18.83
5202;4;"2022-11-16";754.1;739.22;763.41;742.88;78.84;21.07
5203;4;"2022-11-17";758.45;740.45;767.76;745.47;73.67;22.0
5204;4;"2022-11-18";762.34;741.69;771.49;747.88;72.19;22.31
5205;4;"2022-11-21";766.05;742.84;774.08;749.87;66.61;21.63
5206;4;"2022-11-22";769.96;743.82;776.31;751.74;65.84;20.77
5207;4;"2022-11-23";773.41;744.82;778.53;753.62;66.58;20.02
5208;4;"2022-11-24";777.77;746.14;781.77;755.93;70.85;20.24
5209;4;"2022-11-25";781.85;747.19;784.35;758.0;68.15;19.88
5210;4;"2022-11-28";785.39;747.9;785.85;759.66;62.21;18.68
5211;4;"2022-11-29";787.92;748.67;787.1;761.2;61.41;17.43
5212;4;"2022-11-30";790.3;749.83;788.73;762.88;63.62;16.68
5213;4;"2022-12-01";792.93;751.0;790.73;764.72;65.82;16.34
5214;4;"2022-12-02";795.42;751.86;791.95;766.24;61.34;15.39
